Titre du poste,Entreprise,Ville,Secteur d'activité,Contrat proposé,Niveau d'étude,Expérience,Compétences techniques,Langues,Soft skills,Lien de l'offre
"OFPPT recrute: 72 postes ouverts dans l’automobile, la gestion et le génie civil",OFPPT,Non spécifié,"Automobile, Btp, Logistique",Stage,Non spécifié,4 ans,Non spécifié,"Français, Arabe",Communication,https://www.dreamjob.ma/emploi-public/ofppt-recrute-72-postes-ouverts-dans-lautomobile-la-gestion-et-le-genie-civil/
SEI Casablanca recrute des Dessinateurs Projeteurs Mécaniques confirmés,SEI Casablanca,Casablanca,Non spécifié,CDI,Bac+2,Non spécifié,"Autocad, CAO, CATIA, Conception mécanique, DAO, SOLIDWORKS",Non specifié,"Autonomie, Gestion de projet, Rigueur, Réactivité, Travail en équipe",https://www.dreamjob.ma/emploi/sei-casablanca-recrute-des-dessinateurs-projeteurs-mecaniques-confirmes/
Opportunités chez Kostal: Maintenance et Ingénierie de Production,Non spécifié,Tanger,Automobile,Non spécifié,Non spécifié,2 ans,"Robotique, SAP",Anglais,"Communication, Flexibilité, Résolution de problèmes",https://www.dreamjob.ma/emploi/opportunites-chez-kostal-maintenance-et-ingenierie-de-production/
Stage PFE chez Segula: Opportunités en Ingénierie pour 2024-2025 à Saisir !,Non spécifié,Casablanca,"Automobile, Aéronautique, Ferroviaire, Logistique, Naval, Énergie",Stage,Non spécifié,Non spécifié,"Conception mécanique, Modélisation, Robotique",Non specifié,Innovation,https://www.dreamjob.ma/stage/stage-pfe-chez-segula-opportunites-en-ingenierie-pour-2024-2025-a-saisir/
Postes d’Ingénierie Ouverts chez Aptiv,Non spécifié,Tanger,Automobile,Non spécifié,Bac+5,3 ans,Lean,Anglais,"Communication, Polyvalence, Résolution de problèmes",https://www.dreamjob.ma/emploi/postes-dingenierie-ouverts-chez-aptiv/
Segula Technologies Recrute des Stagiaires Ingénieurs,Segula Technologies,Nouaceur,"Automobile, Aéronautique, Ferroviaire, Naval, Énergie",Stage,Bac+5,Non spécifié,Non spécifié,Non specifié,Innovation,https://www.dreamjob.ma/stage/segula-technologies-recrute-des-stagiaires-ingenieurs/
STROC Industrie Recrute: Opportunité pour Ingénieurs Études,STROC Industrie,Casablanca,Construction,Non spécifié,Non spécifié,2 à 3 ans,"CAO, DAO",Non specifié,"Créativité, Innovation, Rigueur",https://www.dreamjob.ma/emploi/stroc-industrie-recrute-opportunite-pour-ingenieurs-etudes/
Sentury Tire recrute 40 Ingénieurs et Techniciens de Maintenance (Bac+5 / Bac+2/3),Sentury Tire,Tanger,Non spécifié,Non spécifié,Bac+2,2 à 3 ans,Non spécifié,"Français, Anglais",Innovation,https://www.dreamjob.ma/emploi/sentury-tire-recrute-40-ingenieurs-et-techniciens-de-maintenance-bac5-bac2-3/
HANDS 8 cherche à intégrer des Ingénieurs R&D Débutants,HANDS 8,Tanger,Automobile,Non spécifié,Non spécifié,Non spécifié,"Autocad, Modélisation","Français, Anglais",Communication,https://www.dreamjob.ma/emploi/hands-8-cherche-a-integrer-des-ingenieurs-rd-debutants/
"Keragum recrute Plusieurs Profils (Chargé RH, Ingénieur Maintenance, Opérateur Production)",Keragum,Casablanca,Non spécifié,CDI,Bac+2,2 à 5 ans,Non spécifié,"Français, Anglais","Autonome, Organisation",https://www.dreamjob.ma/emploi/keragum-recrute-plusieurs-profils-charge-rh-ingenieur-maintenance-operateur-production/
FEV North Africa recrute des Ingénieurs Contrôle Commande (H/F),FEV North Africa,Casablanca,Automobile,Non spécifié,Non spécifié,2 à 3 ans,Non spécifié,Non specifié,"Communication, Innovation, Organisation",https://www.dreamjob.ma/emploi/fev-north-africa-recrute-des-ingenieurs-controle-commande-h-f/
SEI Groupe embauche des Dessinateurs Mécaniques Débutants,Non spécifié,Casablanca,Non spécifié,CDI,Bac+2,Non spécifié,"CAO, Conception mécanique, DAO, Modélisation",Français,Gestion de projet,https://www.dreamjob.ma/emploi/sei-groupe-embauche-des-dessinateurs-mecaniques-debutants/
STROC Industrie recrute des Ingénieurs Etudes,STROC Industrie,Casablanca,Construction,Non spécifié,Non spécifié,2 à 3 ans,"CAO, DAO",Non specifié,"Créativité, Innovation, Rigueur, Travailler en équipe",https://www.dreamjob.ma/emploi/stroc-industrie-recrute-ingenieurs-etudes/
Clayens NP Morocco recrute Technicien Helpdesk et Ingénieur Méthode,Clayens NP Morocco,Mohammedia,"Automobile, Aéronautique, Plasturgie",Non spécifié,Bac+2,Non spécifié,"CAO, CATIA, ERP, SOLIDWORKS",Non specifié,"Communication, Innovation, Rigueur",https://www.dreamjob.ma/emploi/clayens-np-morocco-recrute-technicien-helpdesk-ingenieur-methode/
STROC Industrie recrute des Ingénieurs Projets,STROC Industrie,Casablanca,Construction,CDI,Bac+5,0 à 2 ans,Non spécifié,Non specifié,"Créativité, Innovation",https://www.dreamjob.ma/emploi/stroc-industrie-recrute-ingenieurs-projets/
SEI Groupe recrute des Dessinateurs Mécaniques Débutants,SEI Groupe,Casablanca,Non spécifié,CDI,Bac+2,Non spécifié,"CAO, Conception mécanique, DAO, Modélisation",Français,Gestion de projet,https://www.dreamjob.ma/emploi/sei-groupe-recrute-dessinateurs-mecaniques/
Antolin recrute des Stagiaires Ingénierie et Production,Antolin,Tanger,Automobile,Stage,Non spécifié,Non spécifié,Non spécifié,Non specifié,"Initiative, Innovation, Proactivité, Résolution de problèmes, Travailler en équipe",https://www.dreamjob.ma/stage/antolin-recrute-stagiaires-ingenierie-production/
SEGULA Technologies recrute des Ingénieurs Chiffrages,SEGULA Technologies,Casablanca,"Automobile, Aéronautique, Ferroviaire, Naval, Énergie",Non spécifié,Non spécifié,5 ans,Excel,"Français, Anglais","Communication, Innovation, Organisation",https://www.dreamjob.ma/emploi/segula-technologies-recrute-ingenieurs-chiffrages/
Sews Maroc recrute des Ingénieurs Produit Process Débutants,Sews Maroc,Kénitra,"Automobile, Énergie",Non spécifié,Bac+5,Non spécifié,Non spécifié,"Français, Anglais",Résolution de problèmes,https://www.dreamjob.ma/emploi/sews-maroc-recrute-ingenieurs-produit-process/
EngiMA recrute des Ingénieurs Méthodes et Qualité,EngiMA,Casablanca,"Automobile, Aéronautique",Non spécifié,Non spécifié,1 à 3 ans,"ANSYS, CAO, Fabrication additive, SOLIDWORKS",Anglais,"Autonome, Communication, Gestion de projet, Innovation, Travailler en équipe",https://www.dreamjob.ma/emploi/engima-recrute-des-ingenieurs-methodes-et-qualite/
SCS Group recrute des Stagiaires pour son Département d’Ingenierie,SCS Group,Tanger,Non spécifié,Stage,Bac+3,Non spécifié,Non spécifié,"Français, Anglais","Communication, Créativité, Initiative, Innovation, Travailler en équipe",https://www.dreamjob.ma/stage/scs-group-recrute-stagiaires-departement-dingenierie/
"Keragum recrute Plusieurs Profils (Chargée RH, Chargé Laboratoire, Ingénieur Maintenance)",Keragum,Casablanca,"Chimie, Procédés",CDI,Bac+3,2 à 5 ans,Non spécifié,"Français, Anglais","Autonome, Communication, Organisation, Rigueur",https://www.dreamjob.ma/emploi/keragum-recrute-plusieurs-profils/
SEBN MA recrute des Ingénieurs Produit,SEBN MA,Salé,Automobile,Non spécifié,Bac+5,2 ans,Non spécifié,Non specifié,"Initiative, Leadership, Travail en équipe",https://www.dreamjob.ma/emploi/sebn-ma-recrute-ingenieurs-produit/
Maghreb Steel recrute Manager Supply Chain et Responsable Mécanique,Maghreb Steel,Non spécifié,Logistique,Non spécifié,Bac+5,8 ans,Non spécifié,Non specifié,"Initiative, Organisation, Rigueur, Résolution de problèmes",https://www.dreamjob.ma/emploi/maghreb-steel-recrute-manager-supply-chain-responsable-mecanique/
NTC recrute des Ingénieurs et Techniciens CAO,NTC,Casablanca,Non spécifié,Non spécifié,Non spécifié,2 à 3 ans,"CAO, CATIA, Modélisation",Non specifié,"Communication, Polyvalence, Proactivité",https://www.dreamjob.ma/emploi/ntc-recrute-ingenieurs-techniciens-cao/
FEV recrute des Ingénieurs Contrôle Commande,FEV,Casablanca,Automobile,Non spécifié,Non spécifié,2 à 3 ans,Non spécifié,Non specifié,"Résolution de problèmes, Travailler en équipe",https://www.dreamjob.ma/emploi/fev-recrute-ingenieurs-controle-commande/
HANDS 8 recrute des Ingénieurs Maintenance,HANDS 8,Tanger,Automobile,Non spécifié,Bac+5,Non spécifié,Non spécifié,Anglais,"Communication, Travailler en équipe",https://www.dreamjob.ma/emploi/hands-8-recrute-des-ingenieurs-maintenance/
Expleo Group recrute des Ingénieurs Débutants,Expleo Group,Kénitra,Automobile,Stage,Bac+5,Non spécifié,Non spécifié,Non specifié,"Autonome, Innovation",https://www.dreamjob.ma/emploi/expleo-group-recrute-ingenieurs/
Keragum recrute un Ingénieur Maintenance sur Casablanca,Keragum,Casablanca,Non spécifié,CDI,Non spécifié,8 à 9 ans,Non spécifié,"Français, Anglais","Autonome, Organisation",https://www.dreamjob.ma/emploi/keragum-recrute-ingenieur-maintenance/
Expleo Group recrute des Techniciens et Ingénieurs Juniors,Expleo Group,Tanger,"Automobile, Aéronautique, Ferroviaire",Non spécifié,Bac+3,Non spécifié,Non spécifié,"Français, Anglais","Autonome, Communication",https://www.dreamjob.ma/emploi/expleo-group-recrute-techniciens-ingenieurs-juniors/
INDO recrute des Techniciens Electromécaniques,INDO,Tanger,Non spécifié,Non spécifié,Bac+2,2 ans,"5S, Automatisme, Excel",Non specifié,Non spécifié,https://www.dreamjob.ma/emploi/indo-recrute-techniciens-electromecaniques/
SCS Group recrute des Stagiaires Qualité et Mécanique,SCS Group,Tanger,Automobile,Stage,Bac+5,Non spécifié,Non spécifié,Anglais,Communication,https://www.dreamjob.ma/stage/scs-group-recrute-stagiaires/
SEGULA Technologies recrute des Concepteurs Mécanique,SEGULA Technologies,Casablanca,"Automobile, Aéronautique, Ferroviaire, Naval, Énergie",Non spécifié,Non spécifié,1 ans,CATIA,"Français, Anglais",Innovation,https://www.dreamjob.ma/emploi/segula-technologies-recrute-concepteurs-mecanique/
SCIF recrute des Ingénieurs Projets,SCIF,Casablanca,"Construction, Ferroviaire, Procédés",Non spécifié,Non spécifié,3 ans,Non spécifié,Anglais,"Gestion de projet, Organisation",https://www.dreamjob.ma/emploi/scif-recrute-des-ingenieurs-projets/
SEGULA Technologies recrute des Ingénieurs et Techniciens,SEGULA Technologies,Casablanca,"Automobile, Aéronautique, Ferroviaire, Naval, Énergie",Non spécifié,Non spécifié,2 ans,CATIA,"Français, Anglais",Innovation,https://www.dreamjob.ma/emploi/segula-technologies-recrute-des-ingenieurs-et-techniciens/
Anapec Skills: Recrutement de 3 Ingénieurs au Canada,Non spécifié,Non spécifié,Construction,CDI,Non spécifié,5 ans,"AMDEC, FEA, SOLIDWORKS","Français, Anglais","Autonomie, Initiative, Organisation",https://www.dreamjob.ma/emploi/anapec-skills-recrutement-de-3-ingenieurs-au-canada/
Recrutement de 130 postes au Qatar (Ingénieurs et Techniciens),Non spécifié,Non spécifié,Non spécifié,CDD,Bac+2,5 ans,Autocad,Anglais,"Autonome, Communication, Initiative, Leadership",https://www.dreamjob.ma/emploi/recrutement-de-130-postes-au-qatar/
Madrex Engineering recrute des Ingénieurs en Informatique Débutants,Madrex Engineering,Mohammedia,Non spécifié,Stage,Bac+5,2 à 3 ans,Modélisation,Français,Non spécifié,https://www.dreamjob.ma/emploi/madrex-engineering-recrute-des-ingenieurs-en-informatique-debutants/
TI Fluid Systems recrute Ingénieur Process et Technicien Support,TI Fluid Systems,Tanger,Automobile,Non spécifié,Bac+3,2 ans,Autocad,"Français, Anglais",Non spécifié,https://www.dreamjob.ma/emploi/ti-fluid-systems-recrute-ingenieur-process-et-technicien-support/
Nexteer Automotive recrute des Ingénieurs dans Plusieurs Domaines,Nexteer Automotive,Kénitra,Automobile,Non spécifié,Bac+5,6 ans,"Automatisme, Lean, SPC","Français, Anglais",Innovation,https://www.dreamjob.ma/emploi/nexteer-automotive-recrute-des-ingenieurs/
Groupe Stellantis recrute des Techniciens Ingénierie Qualité,Groupe Stellantis,Kénitra,Automobile,Non spécifié,Bac+3,3 ans,Non spécifié,Non specifié,"Autonome, Communication, Leadership, Relationnel, Réactivité, Résolution de problèmes",https://www.dreamjob.ma/emploi/groupe-stellantis-recrute-des-techniciens-ingenierie-qualite/
Madrex Engineering recrute des Techniciens Génie Civil,Madrex Engineering,Rabat,Non spécifié,Stage,Non spécifié,2 à 3 ans,Modélisation,Non specifié,Non spécifié,https://www.dreamjob.ma/emploi/madrex-engineering-recrute-des-techniciens-genie-civil/
NTC recrute des Chefs de Projets Mécanique,NTC,Rabat,Automobile,Non spécifié,Bac+5,5 ans,Non spécifié,Non specifié,"Polyvalence, Proactivité, Réactivité",https://www.dreamjob.ma/emploi/ntc-recrute-des-chefs-de-projets-mecanique/
"Yazaki Morocco ouvre 3 opportunités en RH, maintenance et santé",Yazaki Morocco,Tanger,Automobile,Non spécifié,Bac+5,3 ans,"5S, Excel","Français, Anglais","Communication, Innovation, Leadership, Organisation, Rigueur, Résolution de problèmes",https://www.dreamjob.ma/emploi/yazaki-morocco-ouvre-3-opportunites-en-rh-maintenance-et-sante/
Floquet Monopole lance une campagne de recrutement à Fès,Non spécifié,Fès,Non spécifié,CDI,Bac+2,5 ans,"AMDEC, APQP, Autocad, CATIA, Excel, PPAP, SOLIDWORKS, SPC","Français, Anglais","Communication, Innovation, Leadership, Organisation, Relationnel, Rigueur, Réactivité, Résolution de problèmes, Travailler en équipe",https://www.dreamjob.ma/emploi/floquet-monopole-lance-une-campagne-de-recrutement-a-fes/
Groupe ADF lance une campagne de recrutement au Maroc,Non spécifié,Casablanca,Aéronautique,CDI,Bac+2,7 à 10 ans,"Excel, GMAO","Français, Anglais","Autonomie, Communication, Gestion de projet, Initiative, Leadership, Relationnel, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/groupe-adf-lance-une-campagne-de-recrutement-au-maroc/
Inscription Concours ENSA 2026/2027,Non spécifié,El jadida,Chimie,Stage,Bac+2,5 ans,Non spécifié,Non specifié,Communication,https://www.dreamjob.ma/orientation/inscription-concours-ensa-2026-2027/
Ciments du Maroc recrute dans 5 villes,Ciments du Maroc,Jorf lasfar,"Construction, Logistique",CDI,Bac+2,1 à 5 ans,"CAO, GMAO, SAP","Français, Anglais, Arabe","Organisation, Relationnel, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/ciments-du-maroc-recrute-dans-5-villes/
3 opportunités à saisir chez Airbus Atlantic Maroc,Non spécifié,Casablanca,"Automobile, Aéronautique, Logistique, Procédés",Non spécifié,Bac+5,5 ans,"Automatisme, Excel, SAP",Français,"Communication, Innovation, Organisation, Rigueur",https://www.dreamjob.ma/emploi/3-opportunites-a-saisir-chez-airbus-atlantic-maroc/
6 Opportunités de carrière chez TotalEnergies au Maroc,Non spécifié,Non spécifié,"Aéronautique, Chimie, Logistique, Procédés, Énergie",CDI,Bac+2,1 à 3 ans,Excel,"Français, Anglais, Arabe","Autonomie, Communication, Initiative, Innovation, Organisation, Relationnel, Rigueur, Travail en équipe",https://www.dreamjob.ma/emploi/6-opportunites-de-carriere-chez-totalenergies-au-maroc/
SGTM recrute 3 postes à Casablanca et Ben Guerir,SGTM,Casablanca,"Btp, Énergie",Non spécifié,Bac+3,2 ans,"ERP, Excel, SAP",Non specifié,"Organisation, Rigueur",https://www.dreamjob.ma/emploi/sgtm-recrute-3-postes-a-casablanca-et-ben-guerir/
SCIF recrute des Acheteurs Projets en CDI,SCIF,Non spécifié,Construction,CDI,Non spécifié,2 ans,Non spécifié,Anglais,"Organisation, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/scif-recrute-des-acheteurs-projets-en-cdi/
SNOP ouvre plusieurs stages avec transport et cantine,SNOP,Tanger,"Automobile, Logistique",Stage,Bac+2,Non spécifié,"Automatisme, Robotique",Non specifié,"Innovation, Organisation, Relationnel, Rigueur",https://www.dreamjob.ma/stage/snop-ouvre-plusieurs-stages-avec-transport-et-cantine/
"SGTM lance un recrutement dans le BTP à Rabat, Casablanca et Ben Guérir",Non spécifié,Casablanca,"Btp, Énergie",CDI,Bac+2,5 ans,Non spécifié,Non specifié,"Gestion de projet, Organisation, Relationnel, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/sgtm-lance-un-recrutement-dans-le-btp-a-rabat-casablanca-et-ben-guerir/
Stages ouverts chez Renault Tanger dès maintenant,Non spécifié,Tanger,Automobile,Stage,Bac+5,Non spécifié,Automatisme,Non specifié,"Autonome, Organisé",https://www.dreamjob.ma/stage/stages-ouverts-chez-renault-tanger-des-maintenant/
First Plastics ouvre plusieurs opportunités de recrutement à Nouaceur,First Plastics,Nouaceur,Non spécifié,CDI,Bac+3,3 ans,Non spécifié,"Français, Anglais",Non spécifié,https://www.dreamjob.ma/emploi/first-plastics-ouvre-plusieurs-opportunites-de-recrutement-a-nouaceur/
7 postes ouverts chez TE Connectivity dès maintenant,Non spécifié,Tanger,"Automobile, Logistique, Procédés, Énergie",Non spécifié,Bac+2,2 à 3 ans,"5S, APQP, CAO, CATIA, ERP, Excel, Lean, PPAP, SAP, SOLIDWORKS, Six sigma, VBA","Français, Anglais","Communication, Leadership, Organisation, Proactivité, Rigueur, Résolution de problèmes",https://www.dreamjob.ma/emploi/7-postes-ouverts-chez-te-connectivity-des-maintenant/
Postes et stages à saisir chez Renault Group à Casablanca et Tanger,Non spécifié,Casablanca,Automobile,Stage,Bac+3,5 ans,"Excel, SAP",Non specifié,"Autonomie, Organisation, Rigueur, Travailler en équipe",https://www.dreamjob.ma/emploi/postes-et-stages-a-saisir-chez-renault-group-a-casablanca-et-tanger/
5 postes ouverts chez SEBN Maroc à Tanger,Non spécifié,Tanger,"Automobile, Construction, Logistique",Non spécifié,Bac+2,5 ans,AMDEC,"Français, Anglais","Autonomie, Communication, Leadership, Organisation, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/5-postes-ouverts-chez-sebn-maroc-a-tanger/
